id,image_path,filename,model_predicted_class,top2_class,entropy,confidence,margin
2700,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_587516.jpg,pool_587516.jpg,mountain,street,1.3207,0.5569,0.4025
6163,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ece8a0.jpg,pool_ece8a0.jpg,mountain,buildings,1.3197,0.4211,0.0393
1765,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_32111c.jpg,pool_32111c.jpg,mountain,sea,1.3128,0.3962,0.021
6023,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e6f615.jpg,pool_e6f615.jpg,mountain,glacier,1.3096,0.4223,0.0399
4075,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_917a7f.jpg,pool_917a7f.jpg,mountain,sea,1.3037,0.4444,0.0788
4428,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a1777c.jpg,pool_a1777c.jpg,mountain,glacier,1.3031,0.5797,0.4308
5774,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_dba42f.jpg,pool_dba42f.jpg,mountain,street,1.301,0.5458,0.3752
1992,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3a97e1.jpg,pool_3a97e1.jpg,mountain,buildings,1.2984,0.5437,0.3676
5641,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d56b8c.jpg,pool_d56b8c.jpg,mountain,glacier,1.2984,0.5484,0.3445
4310,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9bfe2e.jpg,pool_9bfe2e.jpg,mountain,glacier,1.2947,0.4677,0.1685
1913,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_373997.jpg,pool_373997.jpg,mountain,sea,1.2939,0.4495,0.1385
5498,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cf9bfb.jpg,pool_cf9bfb.jpg,mountain,sea,1.2917,0.46,0.1219
6208,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ef131c.jpg,pool_ef131c.jpg,mountain,buildings,1.289,0.5173,0.2431
5441,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cc9a18.jpg,pool_cc9a18.jpg,mountain,sea,1.2876,0.5159,0.2499
5214,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c31213.jpg,pool_c31213.jpg,mountain,glacier,1.2838,0.4307,0.0418
6396,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f7861a.jpg,pool_f7861a.jpg,sea,mountain,1.657,0.2846,0.0416
2363,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4a57d8.jpg,pool_4a57d8.jpg,sea,mountain,1.5879,0.3377,0.0323
3049,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_667124.jpg,pool_667124.jpg,sea,mountain,1.5818,0.3792,0.1458
5209,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c2a9ac.jpg,pool_c2a9ac.jpg,sea,mountain,1.5686,0.3585,0.0709
5303,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c69784.jpg,pool_c69784.jpg,sea,mountain,1.5451,0.4038,0.1472
2402,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4c09f2.jpg,pool_4c09f2.jpg,sea,street,1.5314,0.3422,0.0104
3773,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_84034d.jpg,pool_84034d.jpg,sea,glacier,1.5253,0.3131,0.034
1696,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2f5f8b.jpg,pool_2f5f8b.jpg,sea,buildings,1.5238,0.3371,0.0786
6170,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ed1f00.jpg,pool_ed1f00.jpg,sea,mountain,1.5215,0.3285,0.0669
1435,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_23aba2.jpg,pool_23aba2.jpg,sea,buildings,1.515,0.398,0.1238
5239,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c419e8.jpg,pool_c419e8.jpg,sea,glacier,1.5083,0.3276,0.0415
5317,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c718ad.jpg,pool_c718ad.jpg,sea,street,1.5055,0.4024,0.1424
4495,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a4390d.jpg,pool_a4390d.jpg,sea,buildings,1.5039,0.3548,0.0171
3654,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_7f8ea4.jpg,pool_7f8ea4.jpg,sea,buildings,1.5027,0.3657,0.1077
976,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_104b84.jpg,pool_104b84.jpg,sea,glacier,1.5014,0.4026,0.1547
1599,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2b39ff.jpg,pool_2b39ff.jpg,sea,glacier,1.498,0.3871,0.1302
3909,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8a06ac.jpg,pool_8a06ac.jpg,sea,street,1.4921,0.3725,0.0902
4668,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_aab0f6.jpg,pool_aab0f6.jpg,sea,buildings,1.4905,0.3926,0.1382
3976,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8d1dca.jpg,pool_8d1dca.jpg,sea,buildings,1.4863,0.3882,0.0955
2996,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_640102.jpg,pool_640102.jpg,sea,buildings,1.4856,0.385,0.0977
5110,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_be4a65.jpg,pool_be4a65.jpg,sea,street,1.4794,0.4585,0.2712
3992,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8da6bd.jpg,pool_8da6bd.jpg,sea,mountain,1.4729,0.414,0.1721
4149,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_94f41f.jpg,pool_94f41f.jpg,sea,glacier,1.4711,0.3795,0.0967
4756,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_aec6c3.jpg,pool_aec6c3.jpg,sea,mountain,1.4669,0.4071,0.1087
6487,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fb2618.jpg,pool_fb2618.jpg,sea,glacier,1.4654,0.3966,0.1418
3835,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_86b1d9.jpg,pool_86b1d9.jpg,sea,glacier,1.4619,0.3831,0.1271
2820,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5d77d1.jpg,pool_5d77d1.jpg,sea,mountain,1.4573,0.4608,0.2541
6102,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_eae596.jpg,pool_eae596.jpg,sea,buildings,1.4558,0.3419,0.0149
1583,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2ae561.jpg,pool_2ae561.jpg,sea,buildings,1.4425,0.4753,0.2998
3959,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8c747e.jpg,pool_8c747e.jpg,sea,buildings,1.4409,0.4262,0.1343
1166,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_187ef7.jpg,pool_187ef7.jpg,sea,buildings,1.4402,0.4775,0.2644
5329,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c7db2a.jpg,pool_c7db2a.jpg,sea,glacier,1.4375,0.4085,0.1536
6095,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ea7a82.jpg,pool_ea7a82.jpg,sea,buildings,1.4352,0.3988,0.1013
2598,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_54581a.jpg,pool_54581a.jpg,sea,mountain,1.4289,0.389,0.0859
4084,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_921e1e.jpg,pool_921e1e.jpg,sea,glacier,1.4282,0.4518,0.1704
6597,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ffeee7.jpg,pool_ffeee7.jpg,sea,glacier,1.4277,0.4479,0.1687
2743,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5a3794.jpg,pool_5a3794.jpg,sea,street,1.4266,0.3442,0.0629
1629,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2cbe8a.jpg,pool_2cbe8a.jpg,sea,glacier,1.4261,0.4372,0.1891
6408,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f7d6c5.jpg,pool_f7d6c5.jpg,sea,buildings,1.4229,0.3966,0.0711
2601,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5469b2.jpg,pool_5469b2.jpg,sea,buildings,1.4219,0.3911,0.1248
2236,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_449918.jpg,pool_449918.jpg,sea,mountain,1.4211,0.4978,0.3318
3669,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_80011f.jpg,pool_80011f.jpg,sea,mountain,1.4201,0.3786,0.021
4382,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9f8303.jpg,pool_9f8303.jpg,sea,glacier,1.4174,0.4323,0.1626
5993,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e5b3bb.jpg,pool_e5b3bb.jpg,sea,glacier,1.4171,0.4632,0.241
5834,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_de6e68.jpg,pool_de6e68.jpg,sea,buildings,1.4117,0.3779,0.0084
4930,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b6271c.jpg,pool_b6271c.jpg,sea,buildings,1.4104,0.4579,0.2008
3275,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6f606b.jpg,pool_6f606b.jpg,sea,street,1.4097,0.3805,0.0298
5062,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_bbc94a.jpg,pool_bbc94a.jpg,sea,mountain,1.4083,0.3841,0.0229
4300,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9b8e12.jpg,pool_9b8e12.jpg,sea,glacier,1.4062,0.3805,0.1005
3206,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6c8cc6.jpg,pool_6c8cc6.jpg,sea,glacier,1.4052,0.4444,0.1723
770,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_07a22a.jpg,pool_07a22a.jpg,sea,mountain,1.4038,0.4455,0.1471
6590,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ffab67.jpg,pool_ffab67.jpg,sea,buildings,1.402,0.4593,0.1759
4739,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_addc03.jpg,pool_addc03.jpg,sea,buildings,1.4008,0.4069,0.1087
4409,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a0ab49.jpg,pool_a0ab49.jpg,sea,glacier,1.4007,0.4161,0.0973
3849,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_874c95.jpg,pool_874c95.jpg,sea,buildings,1.4001,0.5028,0.2988
4706,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ac4c40.jpg,pool_ac4c40.jpg,sea,mountain,1.3951,0.5389,0.4129
3757,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_836bcc.jpg,pool_836bcc.jpg,sea,mountain,1.3917,0.4867,0.2753
6298,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f344e8.jpg,pool_f344e8.jpg,sea,buildings,1.39,0.3751,0.0747
4607,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a8c487.jpg,pool_a8c487.jpg,sea,buildings,1.3862,0.4464,0.1523
5200,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c253d8.jpg,pool_c253d8.jpg,sea,mountain,1.3853,0.4055,0.0518
1916,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_376a28.jpg,pool_376a28.jpg,sea,buildings,1.3825,0.3904,0.1066
4113,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_93bf80.jpg,pool_93bf80.jpg,sea,mountain,1.3794,0.3369,0.0293
4362,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9e4b09.jpg,pool_9e4b09.jpg,sea,buildings,1.3775,0.4356,0.1112
2122,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3fc119.jpg,pool_3fc119.jpg,sea,buildings,1.3758,0.5046,0.2815
5882,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e137b1.jpg,pool_e137b1.jpg,sea,glacier,1.3714,0.4083,0.0655
2220,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_443449.jpg,pool_443449.jpg,sea,buildings,1.3705,0.3964,0.0481
3463,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_77b1d6.jpg,pool_77b1d6.jpg,sea,buildings,1.3698,0.5554,0.4189
3495,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_790846.jpg,pool_790846.jpg,sea,mountain,1.3692,0.4804,0.2775
4407,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a09fb2.jpg,pool_a09fb2.jpg,sea,glacier,1.3674,0.5325,0.3468
1850,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_352d43.jpg,pool_352d43.jpg,sea,glacier,1.3674,0.4925,0.2668
6462,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fa9692.jpg,pool_fa9692.jpg,sea,mountain,1.3659,0.4872,0.2708
2383,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4b6cfa.jpg,pool_4b6cfa.jpg,sea,mountain,1.3652,0.3299,0.0254
2347,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_4976eb.jpg,pool_4976eb.jpg,sea,buildings,1.3642,0.4223,0.0865
820,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_09f0df.jpg,pool_09f0df.jpg,sea,street,1.3613,0.5049,0.2525
2694,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_58235c.jpg,pool_58235c.jpg,sea,buildings,1.3604,0.5349,0.3418
5722,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d97fa2.jpg,pool_d97fa2.jpg,sea,buildings,1.3588,0.4292,0.1923
4033,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8f9a7f.jpg,pool_8f9a7f.jpg,sea,buildings,1.3565,0.5242,0.3238
4281,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9a88b4.jpg,pool_9a88b4.jpg,sea,glacier,1.3558,0.4914,0.2552
5289,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c637d3.jpg,pool_c637d3.jpg,sea,buildings,1.3557,0.4112,0.0438
2114,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3f8282.jpg,pool_3f8282.jpg,sea,mountain,1.354,0.4416,0.1338
1994,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_3aaa19.jpg,pool_3aaa19.jpg,sea,glacier,1.3499,0.4733,0.1875
6502,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_fc0750.jpg,pool_fc0750.jpg,sea,street,1.3494,0.5589,0.4152
1467,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_254c26.jpg,pool_254c26.jpg,sea,buildings,1.3487,0.5468,0.387
3009,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_648213.jpg,pool_648213.jpg,sea,buildings,1.3483,0.5001,0.2865
3853,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_875633.jpg,pool_875633.jpg,street,buildings,1.6883,0.3137,0.1113
3328,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_71b4ba.jpg,pool_71b4ba.jpg,street,forest,1.6368,0.3618,0.1722
752,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_070855.jpg,pool_070855.jpg,street,forest,1.5972,0.3905,0.1785
4933,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b63c3a.jpg,pool_b63c3a.jpg,street,sea,1.5667,0.3463,0.1086
2933,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_61c49b.jpg,pool_61c49b.jpg,street,mountain,1.5322,0.3055,0.0269
3134,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_69a151.jpg,pool_69a151.jpg,street,glacier,1.5262,0.3488,0.0514
4343,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9da434.jpg,pool_9da434.jpg,street,forest,1.5247,0.2889,0.0152
2929,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_619477.jpg,pool_619477.jpg,street,mountain,1.5038,0.3729,0.0991
5561,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d2522e.jpg,pool_d2522e.jpg,street,buildings,1.4894,0.3736,0.0885
935,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0eb41a.jpg,pool_0eb41a.jpg,street,mountain,1.4818,0.3433,0.0012
601,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_000982.jpg,pool_000982.jpg,street,buildings,1.4794,0.4035,0.099
5355,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_c90aa2.jpg,pool_c90aa2.jpg,street,buildings,1.4784,0.366,0.0879
1491,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_264381.jpg,pool_264381.jpg,street,sea,1.4743,0.49,0.3514
2574,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_53509d.jpg,pool_53509d.jpg,street,sea,1.4697,0.4262,0.1629
3752,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_832f5e.jpg,pool_832f5e.jpg,street,buildings,1.4562,0.4473,0.2259
3043,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6608be.jpg,pool_6608be.jpg,street,buildings,1.4474,0.3792,0.0383
1658,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2de51f.jpg,pool_2de51f.jpg,street,mountain,1.4431,0.3992,0.1071
2523,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_5106ef.jpg,pool_5106ef.jpg,street,forest,1.4406,0.4741,0.2732
5717,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d94902.jpg,pool_d94902.jpg,street,sea,1.4401,0.4695,0.2553
964,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_0fea7e.jpg,pool_0fea7e.jpg,street,buildings,1.4381,0.4029,0.0958
1622,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2c78a8.jpg,pool_2c78a8.jpg,street,buildings,1.4334,0.3435,0.0616
6342,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f54431.jpg,pool_f54431.jpg,street,sea,1.4303,0.4892,0.3321
6250,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f0fc0b.jpg,pool_f0fc0b.jpg,street,buildings,1.4206,0.3228,0.0253
4830,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b1c84c.jpg,pool_b1c84c.jpg,street,buildings,1.4123,0.4049,0.0729
3873,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_8854ce.jpg,pool_8854ce.jpg,street,buildings,1.4081,0.3941,0.0879
3289,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_70243f.jpg,pool_70243f.jpg,street,glacier,1.4065,0.4748,0.2646
4133,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9462d8.jpg,pool_9462d8.jpg,street,mountain,1.3935,0.3376,0.0098
6103,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_eae5a3.jpg,pool_eae5a3.jpg,street,buildings,1.3935,0.4937,0.2466
747,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_06dec0.jpg,pool_06dec0.jpg,street,buildings,1.3913,0.4239,0.1175
3397,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_747932.jpg,pool_747932.jpg,street,buildings,1.3913,0.5275,0.3604
2524,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_51132a.jpg,pool_51132a.jpg,street,sea,1.3907,0.4803,0.2565
4370,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_9e8890.jpg,pool_9e8890.jpg,street,sea,1.3872,0.4756,0.196
6314,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f3fca0.jpg,pool_f3fca0.jpg,street,sea,1.3804,0.4452,0.2002
6377,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_f6a54e.jpg,pool_f6a54e.jpg,street,forest,1.3764,0.4833,0.231
1297,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1e2a7a.jpg,pool_1e2a7a.jpg,street,buildings,1.3734,0.3508,0.0576
5668,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d6cc66.jpg,pool_d6cc66.jpg,street,buildings,1.3731,0.4918,0.2531
4626,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_a97999.jpg,pool_a97999.jpg,street,buildings,1.3682,0.4979,0.2588
5643,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d58de2.jpg,pool_d58de2.jpg,street,sea,1.3657,0.4077,0.1197
6058,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_e88564.jpg,pool_e88564.jpg,street,forest,1.3653,0.398,0.0619
4831,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b1d0b2.jpg,pool_b1d0b2.jpg,street,forest,1.3585,0.3554,0.0102
1551,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_2930d1.jpg,pool_2930d1.jpg,street,forest,1.3561,0.4289,0.1726
802,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_08ec0a.jpg,pool_08ec0a.jpg,street,buildings,1.3556,0.4388,0.1303
5690,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d7c9e6.jpg,pool_d7c9e6.jpg,street,buildings,1.3551,0.4013,0.0173
2620,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_55139b.jpg,pool_55139b.jpg,street,buildings,1.355,0.4386,0.1247
5029,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ba48a2.jpg,pool_ba48a2.jpg,street,sea,1.3535,0.4135,0.0697
3168,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_6add2a.jpg,pool_6add2a.jpg,street,forest,1.3533,0.4664,0.2189
4868,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b3a6e6.jpg,pool_b3a6e6.jpg,street,sea,1.3531,0.4921,0.2412
3053,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_668577.jpg,pool_668577.jpg,street,buildings,1.3473,0.3986,0.011
4751,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_ae91ab.jpg,pool_ae91ab.jpg,street,forest,1.3468,0.4323,0.1788
1270,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_1ce458.jpg,pool_1ce458.jpg,street,buildings,1.3459,0.4092,0.0762
3453,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_771ab6.jpg,pool_771ab6.jpg,street,sea,1.3438,0.5405,0.3472
1441,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_23fbee.jpg,pool_23fbee.jpg,street,forest,1.3426,0.4464,0.1397
676,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_03f303.jpg,pool_03f303.jpg,street,buildings,1.3422,0.5289,0.3193
2147,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_40fcc9.jpg,pool_40fcc9.jpg,street,forest,1.3413,0.44,0.177
1116,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_161f02.jpg,pool_161f02.jpg,street,buildings,1.3407,0.5326,0.3424
5549,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_d1e94b.jpg,pool_d1e94b.jpg,street,buildings,1.3399,0.4691,0.248
2545,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_51e046.jpg,pool_51e046.jpg,street,forest,1.3389,0.4122,0.0932
1846,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_350795.jpg,pool_350795.jpg,street,buildings,1.3356,0.5548,0.4041
2655,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_566d71.jpg,pool_566d71.jpg,street,forest,1.3336,0.4806,0.1964
665,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_03170d.jpg,pool_03170d.jpg,street,buildings,1.3316,0.3864,0.017
5419,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_cbb5c5.jpg,pool_cbb5c5.jpg,street,buildings,1.3285,0.3775,0.0137
4900,/home/h3r0-k1ll3r/Downloads/hackBlox/Round02/data/train/undefined/pool_b4f19a.jpg,pool_b4f19a.jpg,street,buildings,1.326,0.3875,0.0461
